idDrink,strDrink,strCategory,strAlcoholic,strGlass,strInstructions,strIngredient1,strIngredient2,strIngredient3,strIngredient4,strIngredient5,strIngredient6,strIngredient7,strIngredient8,strIngredient9,strIngredient10,strIngredient11,strIngredient12,strIngredient13,strIngredient14,strIngredient15,strMeasure1,strMeasure2,strMeasure3,strMeasure4,strMeasure5,strMeasure6,strMeasure7,strMeasure8,strMeasure9,strMeasure10,strMeasure11,strMeasure12,strMeasure13,strMeasure14,strMeasure15,num_ingredients,instruction_length,num_measurements,preparation_complexity,ingredient_complexity,instruction_complexity,tool_complexity,glass_type_complexity
11634,Lady Love Fizz,Ordinary Drink,Alcoholic,Cocktail glass,"Shake all ingredients (except carbonated water) with ice and strain into a cocktail glass over two ice cubes. Fill with carbonated water, stir, and serve.",Gin,Light cream,Powdered sugar,Lemon,Egg white,Carbonated water,,,,,,,,,,2 oz ,2 tsp ,1 tsp ,Juice of 1/2,1 ,,,,,,,,,,,6,25,5,3,5,4,3,2
11002,Long Island Tea,Ordinary Drink,Alcoholic,Highball glass,Combine all ingredients (except cola) and pour over ice in a highball glass. Add the splash of cola for color. Decorate with a slice of lemon and serve.,Vodka,Light rum,Gin,Tequila,Lemon,Coca-Cola,,,,,,,,,,1/2 oz ,1/2 oz ,1/2 oz ,1/2 oz ,Juice of 1/2 ,1 splash ,,,,,,,,,,6,28,6,0,3,2,1,1
11666,Lone Tree Cooler,Ordinary Drink,Alcoholic,Collins glass,"Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice, add gin and vermouth, and stir. Fill with carbonated water and stir again. Add the twist of lemon peel and the orange spiral so that the end dangles over rim of glass.",Carbonated water,Gin,Dry Vermouth,Powdered sugar,Orange spiral,Lemon peel,,,,,,,,,,,,,,,,,,,,,,,,,6,48,0,1,2,2,1,1
11664,Lone Tree Cocktail,Ordinary Drink,Alcoholic,Cocktail glass,"Stir ingredients with ice, strain into a cocktail glass, and serve.",Sweet Vermouth,Gin,,,,,,,,,,,,,,3/4 oz ,1 1/2 oz ,,,,,,,,,,,,,,2,11,2,2,2,3,2,1
178335,Lazy Coconut Paloma,Cocktail,Alcoholic,Highball glass,Mix the coconut liqueur (preferably tequila) with the grapefruit juice and top with soda water. Garnish with a large grapefruit slice against the inside of the glass.,Coconut Liqueur,Grapefruit Juice,Soda Water,,,,,,,,,,,,,30 ml,75 ml,Top,,,,,,,,,,,,,3,27,3,0,1,1,1,1
17204,Long Island Iced Tea,Ordinary Drink,Alcoholic,Highball glass,Mix all contents in a highball glass and sitr gently. Add dash of Coca-Cola for the coloring and garnish with lemon or lime twist.,Vodka,Tequila,Light rum,Gin,Coca-Cola,Lemon peel,,,,,,,,,,1/2 oz ,1/2 oz ,1/2 oz ,1/2 oz ,1 dash ,Twist of ,,,,,,,,,,6,24,6,0,4,2,1,1
178360,Lemon Elderflower Spritzer,Cocktail,Alcoholic,Highball glass,"Pour all ingredients over ice, stir and enjoy!
",Elderflower cordial,Vodka,Soda Water,Fresh Lemon Juice,,,,,,,,,,,,2 tsp,1 shot,1/3 cup,Top,,,,,,,,,,,,4,8,4,1,2,1,1,1
12690,Lassi - A South Indian Drink,Other / Unknown,Non alcoholic,Highball Glass,"Blend in a blender for 3 seconds. Lassi is one of the easiest things to make, and there are many ways of making it. Basically, it is buttermilk (yoghurt whisked with water), and you can choose almost any consistency that you like, from the thinnest to the thickest. Serve cold.",Yoghurt,Water,Cumin seed,Salt,Mint,,,,,,,,,,,1/2 cup plain ,1 1/4 cup cold ,1/2 tsp ground roasted ,1/4 tsp ,1/4 tsp dried ,,,,,,,,,,,5,50,5,1,1,1,1,1
12776,Melya,Coffee / Tea,Non alcoholic,Coffee mug,"Brew espresso. In a coffee mug, place 1 teaspoon of unsweetened powdered cocoa, then cover a teaspoon with honey and drizzle it into the cup. Stir while the coffee brews, this is the fun part. The cocoa seems to coat the honey without mixing, so you get a dusty, sticky mass that looks as though it will never mix. Then all at once, presto! It looks like dark chocolate sauce. Pour hot espresso over the honey, stirring to dissolve. Serve with cream.",Espresso,Honey,Cocoa powder,,,,,,,,,,,,,,Unsweetened ,,,,,,,,,,,,,,3,82,1,1,2,1,1,1
11000,Mojito,Cocktail,Alcoholic,Highball glass,Muddle mint leaves with sugar and lime juice. Add a splash of soda water and fill the glass with cracked ice. Pour the rum and top with soda water. Garnish and serve with straw.,Light rum,Lime,Sugar,Mint,Soda water,,,,,,,,,,,2-3 oz ,Juice of 1 ,2 tsp ,2-4 ,,,,,,,,,,,,5,34,4,1,2,2,2,1
17205,Mimosa,Ordinary Drink,Alcoholic,Champagne flute,"Ensure both ingredients are well chilled, then mix into the glass. Serve cold.",Champagne,Orange juice,,,,,,,,,,,,,,Chilled ,2 oz ,,,,,,,,,,,,,,2,13,2,0,1,1,1,1
11690,Mai Tai,Ordinary Drink,Alcoholic,Collins glass,Shake all ingredients with ice. Strain into glass. Garnish and serve with straw.,Light rum,Orgeat syrup,Triple sec,Sweet and sour,Cherry,,,,,,,,,,,1 oz ,1/2 oz ,1/2 oz ,1 1/2 oz ,1 ,,,,,,,,,,,5,13,5,2,4,2,2,2
11728,Martini,Cocktail,Alcoholic,Cocktail glass,"Straight: Pour all ingredients into mixing glass with ice cubes. Stir well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive.",Gin,Dry Vermouth,Olive,,,,,,,,,,,,,1 2/3 oz ,1/3 oz ,1 ,,,,,,,,,,,,,3,30,3,2,2,3,2,1
178343,Michelada,Cocktail,Alcoholic,Pint glass,"Mix the beer with tomato juice, freshly squeezed lime juice, and Worcestershire sauce, teriyaki sauce, soy sauce, or hot sauce.
Served In a chilled, salt-rimmed glass
",Beer,Tomato Juice,Lime Juice,Hot Sauce,Worcestershire Sauce,Soy Sauce,,,,,,,,,,4 oz,4 oz,1 tblsp,Dash,Dash,Dash,,,,,,,,,,6,26,6,0,2,1,1,1
11008,Manhattan,Cocktail,Alcoholic,Cocktail glass,"Stirred over ice, strained into a chilled glass, garnished, and served up.",Sweet Vermouth,Bourbon,Angostura bitters,Ice,Maraschino cherry,Orange peel,,,,,,,,,,3/4 oz ,2 1/2 oz Blended ,dash ,2 or 3 ,1 ,1 twist of ,,,,,,,,,,6,12,6,2,3,2,3,2
11007,Margarita,Ordinary Drink,Alcoholic,Cocktail glass,"Rub the rim of the glass with the lime slice to make the salt stick to it. Take care to moisten only the outer rim and sprinkle the salt on it. The salt should present to the lips of the imbiber and never mix into the cocktail. Shake the other ingredients with ice, then carefully pour into the glass.",Tequila,Triple sec,Lime juice,Salt,,,,,,,,,,,,1 1/2 oz ,1/2 oz ,1 oz ,,,,,,,,,,,,,4,59,3,1,2,3,2,1
178370,Mauresque,Cocktail,Alcoholic,Collins glass,"1 - Pour the Ricard (or pastis)
2 - Pour the orgeat syrup
3 - Finally pour the water and add ice cubes at your convenience.

Add the ice cubes at the end, otherwise the syrup and pastis do not mix well.",Ricard,Orgeat Syrup,Water,,,,,,,,,,,,,3 cl,1 cl,Full Glass,,,,,,,,,,,,,3,42,3,0,1,2,1,1
17206,Mint Julep,Ordinary Drink,Alcoholic,Collins glass,"In a highball glass gently muddle the mint, sugar and water. Fill the glass with cracked ice, add Bourbon and stir well until the glass is well frosted. Garnish with a mint sprig.",Mint,Bourbon,Powdered sugar,Water,,,,,,,,,,,,4 fresh ,2 1/2 oz ,1 tsp ,2 tsp ,,,,,,,,,,,,4,33,4,2,3,2,2,1
16041,Mudslinger,Punch / Party Drink,Alcoholic,Punch bowl,Add all contents to a large jug or punch bowl. Stir well!,Southern Comfort,Orange juice,Pepsi Cola,,,,,,,,,,,,,750 ml ,1 L ,750 ml ,,,,,,,,,,,,,3,12,3,1,2,1,2,3
17256,Martinez 2,Cocktail,Alcoholic,Cocktail glass,"Add all ingredients to a mixing glass and fill with ice.

Stir until chilled, and strain into a chilled coupe glass.",Gin,Sweet Vermouth,Maraschino Liqueur,Angostura Bitters,,,,,,,,,,,,1 1/2 oz,1 1/2 oz,1 tsp,2 dashes,,,,,,,,,,,,4,21,4,2,4,3,2,2
16196,Moranguito,Shot,Alcoholic,Shot glass,"first you put rhe absinthe, then put tequila, then put the Granadine syrup.",Absinthe,Tequila,Grenadine,,,,,,,,,,,,,2/5 ,2/5 ,1/5 ,,,,,,,,,,,,,3,13,3,0,2,1,1,1
13936,Miami Vice,Cocktail,Alcoholic,Cocktail glass,"First: Mix pina colada with 2.5 oz. of rum with ice(set aside). Second: Mix daiquiri with 2.5 oz. of rum with ice. Third: While frozen, add pina colda mix then daiquiri mix in glass (Making sure they do not get mixed together).",151 proof rum,Pina colada mix,Daiquiri mix,,,,,,,,,,,,,5 oz Bacardi ,frozen ,frozen ,,,,,,,,,,,,,3,42,3,0,2,2,2,1
11009,Moscow Mule,Punch / Party Drink,Alcoholic,Copper Mug,Combine vodka and ginger beer in a highball glass filled with ice. Add lime juice. Stir gently. Garnish.,Vodka,Lime juice,Ginger ale,,,,,,,,,,,,,2 oz ,2 oz ,8 oz ,,,,,,,,,,,,,3,18,3,1,2,1,2,1
12988,Mulled Wine,Punch / Party Drink,Alcoholic,Collins Glass,"Simmer 3 cups water with, sugar, cloves, cinnamon sticks, and lemon peel in a stainless steel pot for 10 minutes. Add wine heat to a ""coffee temperature"" (DO NOT BOIL) then add the brandy.",Water,Sugar,Cloves,Cinnamon,Lemon peel,Red wine,Brandy,,,,,,,,,3 cups ,1 cup ,12 ,2 ,1 ,750 ml ,1/4 cup ,,,,,,,,,7,34,7,0,2,2,2,1
12774,Masala Chai,Coffee / Tea,Non alcoholic,Coffee Mug,Bring 2 cups of water to boil. Add all the ingredients and boil again for about 15 seconds. Let stand for a minute. Warm milk in a pot. Filter tea into cups. Add milk and sugar. That's IT.,Water,Tea,Ginger,Cardamom,Cloves,Cinnamon,Black pepper,Sugar,Milk,,,,,,,2 cups ,3-4 tsp ,1 chunk dried ,3-4 crushed ,3 ,1 piece ,1-2 whole ," to taste
",to taste,,,,,,,9,38,9,0,3,2,1,0
178315,Munich Mule,Cocktail,Alcoholic,Highball glass,"Fill glass with ice
Pour Gin and Lime Juice
Fill glass with Ginger Beer
Garnish with Cucumer and Lime slice",Gin,Lime Juice,Ginger Beer,Cucumber,lemon,,,,,,,,,,,5 cl,2 cl,10 cl,Chopped,Chopped,,,,,,,,,,,5,20,5,0,3,2,1,1
14209,Mocha-Berry,Coffee / Tea,Alcoholic,Irish coffee cup,"pour 6 oz. of coffee in a mug or Irish coffee cup. add coca mix and chambord, mix well and top off with whipped cream.",Coffee,Chambord raspberry liqueur,Cocoa powder,Whipped cream,,,,,,,,,,,,6 oz ,2 oz ,2 tblsp ,,,,,,,,,,,,,4,25,3,0,2,1,1,1
178358,Mango Mojito,Cocktail,Alcoholic,Jar,"Squeeze the juice from 1½ limes and blend with the mango to give a smooth purée.
Cut the rest of the limes into quarters, and then cut each wedge in half again. Put 2 pieces of lime in a highball glass for each person and add 1 teaspoon of caster sugar and 5-6 mint leaves to each glass. Squish everything together with a muddler or the end of a rolling pin to release all the flavours from the lime and mint.
Divide the mango purée between the glasses and add 30ml white rum and a handful of crushed ice to each one, stirring well to mix everything together. Top up with soda water to serve and garnish with extra mint, if you like.",Lime,Mango,Mint,White Rum,Ice,Soda Water,Mango,,,,,,,,,3,1 Fresh,Sprig,200 ml,cubes,Top,Garnish with,,,,,,,,,7,123,7,3,4,3,2,1
15841,Mojito Extra,Cocktail,Alcoholic,Collins glass,"Put mint with lemon juice in a glas, mash the mint with a spoon, ice, rum & fill up with club soda. Top it with Angostura.",Mint,Lemon juice,Dark rum,Club soda,Angostura bitters,,,,,,,,,,,1/2 handful ,3 cl ,1/8 L Jamaican ,1/8 L ,8 drops ,,,,,,,,,,,5,26,5,0,3,2,2,1
17189,Monkey Gland,Ordinary Drink,Alcoholic,Cocktail glass,"Shake well over ice cubes in a shaker, strain into a chilled cocktail glass.",Gin,Benedictine,Orange juice,Grenadine,,,,,,,,,,,,2 oz ,1 tsp ,1/2 oz ,1 tsp ,,,,,,,,,,,,4,14,4,2,3,2,2,1
14842,Midnight Mint,Cocktail,Alcoholic,Cocktail glass,"If available, rim cocktail (Martini) glass with sugar syrup then dip into chocolate flakes or powder. Add ingredients into shaker with ice. Shake well then strain into cocktail glass.",Baileys irish cream,White Creme de Menthe,Cream,,,,,,,,,,,,,1 oz ,3/4 oz ,3/4 oz double ,,,,,,,,,,,,,3,29,3,2,3,3,2,1
17188,Mary Pickford,Cocktail,Alcoholic,Cocktail glass,Shake and strain into a chilled large cocktail glass,Light rum,Pineapple juice,Maraschino liqueur,Grenadine,Maraschino cherry,,,,,,,,,,,1 1/2 oz ,1 oz ,1/2 tsp ,1/2 tsp ,1 ,,,,,,,,,,,5,9,5,2,3,2,2,1
11798,Monkey Wrench,Ordinary Drink,Alcoholic,Old-fashioned glass,Pour all of the ingredients into an old-fashioned glass almost filled with ice cubes. Stir well.,Light rum,Grapefruit juice,Bitters,,,,,,,,,,,,,1 1/2 oz ,3 oz ,1 dash ,,,,,,,,,,,,,3,16,3,1,2,2,1,1
11003,Negroni,Ordinary Drink,Alcoholic,Old-fashioned glass,"Stir into glass over ice, garnish and serve.",Gin,Campari,Sweet Vermouth,,,,,,,,,,,,,1 oz ,1 oz ,1 oz ,,,,,,,,,,,,,3,8,3,1,1,1,1,1
11844,New York Sour,Ordinary Drink,Alcoholic,Whiskey sour glass,"Shake blended whiskey, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Float claret on top. Decorate with the half-slice of lemon and the cherry and serve.",Blended whiskey,Lemon,Sugar,Red wine,Lemon,Cherry,,,,,,,,,,2 oz ,Juice of 1/2 ,1 tsp ," (Claret)
",,,,,,,,,,,,6,33,4,3,4,3,2,1
13861,Nutty Irishman,Shake,Alcoholic,Highball Glass,Serve over ice,Baileys irish cream,Frangelico,Milk,,,,,,,,,,,,,1 part ,1 part ,1 part ,,,,,,,,,,,,,3,3,3,0,1,1,1,1
13192,National Aquarium,Ordinary Drink,Alcoholic,Collins Glass,Pour all ingredients into a shaker of ice. Shake well. Serve on the rocks.,Rum,Vodka,Gin,Blue Curacao,Sour mix,Lemon-lime soda,,,,,,,,,,1/2 oz ,1/2 oz ,1/2 oz ,1/2 oz ,2 oz ,1 splash ,,,,,,,,,,6,14,6,1,4,2,2,1
13204,New York Lemonade,Cocktail,Alcoholic,Cocktail glass,Serve in a chilled cocktail glass. Lemon and sugar the rim. Stir and Strain.,Absolut Citron,Grand Marnier,Lemon juice,Club soda,,,,,,,,,,,,2 oz ,1 oz ,2 oz sweetened ,1 oz ,,,,,,,,,,,,4,14,4,2,4,3,2,1
12746,Nuked Hot Chocolate,Cocoa,Non alcoholic,Coffee mug,"Mix with a bit of milk (1 oz or so) in coffee mug. Nuke mug for about 30-50 seconds. Stir until the heated cocoa dissolves. Fill mug with milk. Nuke for 1-2 minutes, depending on wattage and preferences as to burnt mouth parts.",Cocoa powder,Sugar,Vanilla extract,Milk,,,,,,,,,,,,2 tsp ,1 tsp ,1/2 tsp ,12 oz ,,,,,,,,,,,,4,43,4,1,2,2,1,1
11872,Orgasm,Ordinary Drink,Alcoholic,Cocktail glass,"Shake all ingredients with ice, strain into a chilled cocktail glass, and serve.",Creme de Cacao,Amaretto,Triple sec,Vodka,Light cream,,,,,,,,,,,1/2 oz white ,1/2 oz ,1/2 oz ,1/2 oz ,1 oz ,,,,,,,,,,,5,13,5,2,3,2,1,1
17827,Old Pal,Cocktail,Alcoholic,Nick and Nora Glass,"Chill cocktail glass. Add ingredients to a mixing glass, and fill 2/3 full with ice. Stir about 20 seconds. Empty cocktail glass and strain into the glass. Garnish with a twist of lemon peel.",Rye whiskey,Campari,Dry Vermouth,,,,,,,,,,,,,2 oz,1 oz,1 oz,,,,,,,,,,,,,3,34,3,2,3,2,2,2
178371,Old Cuban,Cocktail,Alcoholic,Cocktail glass,"Shake a handful of mint, 2oz white rum, 1oz of sugar syrup, 1oz lime juice and 2 dashes angostura bitters with ice. Double strain into a glass and top with 2oz of prosecco.",White Rum,Sugar Syrup,Lime Juice,Angostura Bitters,Prosecco,,,,,,,,,,,2 oz,1 oz,1 oz,2 dashes,2 oz,,,,,,,,,,,5,33,5,2,4,3,2,2
12618,Orangeade,Cocktail,Non alcoholic,Highball glass,"Place some ice cubes in a large tumbler or highball glass, add lemon juice, orange juice, sugar syrup, and stir well. Top up with cold soda water, serve with a drinking straw.",Lemon juice,Orange juice,Sugar syrup,Soda water,,,,,,,,,,,,5 cl ,15 cl ,2-3 cl ,,,,,,,,,,,,,4,32,3,1,1,1,1,1
16995,Orange Whip,Other / Unknown,Alcoholic,Collins Glass,Pour ingredients over ice and stir.,Orange juice,Rum,Vodka,Cream,Ice,,,,,,,,,,,4 oz ,1 oz ,1 oz ,1 package ,Over ,,,,,,,,,,,5,6,5,1,2,1,2,1
15330,Orange Crush,Shot,Alcoholic,Shot glass,Add all ingredients to tumbler-Pour as shot,Vodka,Triple sec,Orange juice,,,,,,,,,,,,,1 oz ,1 oz ,1 oz ,,,,,,,,,,,,,3,7,3,0,2,1,1,1
11870,Orange Oasis,Ordinary Drink,Alcoholic,Highball glass,"Shake brandy, gin, and orange juice with ice and strain into a highball glass over ice cubes. Fill with ginger ale, stir, and serve.",Cherry brandy,Gin,Orange juice,Ginger ale,,,,,,,,,,,,1/2 oz ,1 1/2 oz ,4 oz ,,,,,,,,,,,,,4,24,3,3,2,3,2,1
11001,Old Fashioned,Cocktail,Alcoholic,Old-fashioned glass,"Place sugar cube in old fashioned glass and saturate with bitters, add a dash of plain water. Muddle until dissolved.
Fill the glass with ice cubes and add whiskey.

Garnish with orange twist, and a cocktail cherry.",Bourbon,Angostura bitters,Sugar,Water,,,,,,,,,,,,4.5 cL,2 dashes,1 cube,dash,,,,,,,,,,,,4,37,4,1,2,1,1,1
13499,Oreo Mudslide,Ordinary Drink,Alcoholic,Collins Glass,"Blend Vodka, Kahlua, Bailey's, ice-cream and the Oreo well in a blender. Pour into a large frosted glass. Garnish with whipped cream and a cherry.",Vodka,Kahlua,Baileys irish cream,Vanilla ice-cream,Oreo cookie,,,,,,,,,,,1 oz ,1 oz ,1 oz ,2 scoops ,1 ,,,,,,,,,,,5,25,5,1,2,2,2,1
17266,Oatmeal Cookie,Cocktail,Alcoholic,Mason jar,"Just mix it all together.
It's meant to be a shot, but it works just fine as a proper adult-sized drink over lots of ice.

Tastes like an oatmeal cookie.",Kahlua,Baileys irish cream,Butterscotch schnapps,Jagermeister,Goldschlager,,,,,,,,,,,2 parts,2 parts,4 parts,1 part,1/2 part,,,,,,,,,,,5,30,5,0,4,2,1,1
14586,Orange Push-up,Ordinary Drink,Alcoholic,Hurricane glass,Combine liquors in a blender. Add a half scoop of ice and blend. Garnish with an orange and cherry flag. So good it will melt in your mouth!!!,Spiced rum,Grenadine,Orange juice,Sour mix,,,,,,,,,,,,1.5 oz ,0.5 oz ,4 oz ,1 splash ,,,,,,,,,,,,4,28,4,1,2,2,1,1
178341,Orange Rosemary Collins,Cocktail,Alcoholic,Highball glass,Add the spirits to the bottom of the glass and top equally with the mixer drinks. Garnish with orange slices inside the glass as well as some rosemary on top.,Gin,Orange Juice,Lemon Juice,Rosemary Syrup,Soda Water,Rosemary,Orange Peel,,,,,,,,,1 shot,Top,Top,25 ml,Top,Garnish with,Garnish with,,,,,,,,,7,30,7,0,2,1,1,1
12748,Orange Scented Hot Chocolate,Cocoa,Non alcoholic,Coffee mug,"Combine all ingredients in heavy medium saucepan. Stir over low heat until chocolate melts. Increase heat and bring just to a boil, stirring often. Remove from heat and whisk untily frothy. Return to heat and bring to boil again. Remove from heat, whisk until frothy. Repeat heating and whisking once again. Discard orange peel. (Can be prepared 2 hours ahead. Let stand at room temperature. Before serving, bring just to boil, remove from heat and whisk until frothy.) Pour hot chocolate into coffee mugs. Makes 2 servings.",Milk,Chocolate,Orange peel,Espresso,Nutmeg,,,,,,,,,,,2 cups ,4 oz chopped bittersweet or semi-sweet ,3 2-inch strips ,1/2 tsp instant ,1/8 tsp ground ,,,,,,,,,,,5,87,5,1,3,2,2,1
13200,Owen's Grandmother's Revenge,Ordinary Drink,Alcoholic,Highball glass,Add ingredients and mix in blender.,Whiskey,Beer,Lemonade,Ice,,,,,,,,,,,,12 oz ,12 oz ,12 oz frozen ,1 cup crushed ,,,,,,,,,,,,4,6,4,1,2,1,1,1
17253,Paloma,Cocktail,Alcoholic,Collins glass,Stir together and serve over ice.,Grape Soda,Tequila,,,,,,,,,,,,,,3 oz,1 1/2 oz,,,,,,,,,,,,,,2,6,2,1,1,1,1,1
17190,Paradise,Ordinary Drink,Alcoholic,Cocktail glass,Shake together over ice. Strain into cocktail glass and serve chilled.,Gin,Apricot Brandy,Orange Juice,,,,,,,,,,,,,7 parts,4 parts,3 parts ,,,,,,,,,,,,,3,11,3,2,2,1,2,1
11936,Pink Gin,Ordinary Drink,Alcoholic,White wine glass,"Pour the bitters into a wine glass. Swirl the glass to coat the inside with the bitters, shake out the excess. Pour the gin into the glass. Do not add ice.",Bitters,Gin,,,,,,,,,,,,,,3 dashes ,2 oz ,,,,,,,,,,,,,,2,31,2,1,2,2,1,2
17249,Pegu Club,Cocktail,Alcoholic,Cocktail glass,"Shake, strain, up, cocktail glass",Gin,Orange Curacao,Lime Juice,Angostura Bitters,Orange Bitters,,,,,,,,,,,1 1/2 oz,3/4 oz,3/4 oz,1 dash,1 dash,,,,,,,,,,,5,5,5,2,4,2,3,2
11938,Pink Lady,Ordinary Drink,Alcoholic,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Gin,Grenadine,Light cream,Egg white,,,,,,,,,,,,1 1/2 oz ,1 tsp ,1 tsp ,1 ,,,,,,,,,,,,4,12,4,2,4,2,3,1
178354,Pink Moon,Cocktail,Alcoholic,Whiskey Glass,"Slowly shake in a shaker with ice, strain into a square whiskey glass. Top with fresh ice. Add the blackberries to garnish. Add flowers and a green leaf for a special look!",Gin,Coconut Liqueur,Elderflower cordial,Lime Juice,Blackberries,,,,,,,,,,,1 shot,1 shot,25 ml,30 ml,Garnish with,,,,,,,,,,,5,32,5,2,5,3,2,1
17829,Penicillin,Cocktail,Alcoholic,Old-fashioned glass,"Shake blended Scotch, lemon juice, honey syrup and ginger syrup with ice. Strain over large ice in chilled rocks glass. Float smoky Scotch on top (be sure to use a smoky Scotch such as an Islay single malt). Garnish with candied ginger.",Blended Scotch,Lemon Juice,Honey syrup,Ginger Syrup,Islay single malt Scotch,,,,,,,,,,,2 oz,3/4 oz,2 tsp,2 tsp,1/4 oz,,,,,,,,,,,5,42,5,3,6,4,3,1
13214,Pisco Sour,Cocktail,Alcoholic,Cocktail glass,"Vigorously shake and strain contents in a cocktail shaker with ice cubes, then pour into glass and garnish with bitters.
",Pisco,Lemon juice,Sugar,Ice,Egg White,,,,,,,,,,,2 oz ,1 oz ,1-2 tblsp ,1,,,,,,,,,,,,5,20,4,2,4,3,5,2
17192,Porto flip,Ordinary Drink,Alcoholic,Cocktail glass,"Shake ingredients together in a mixer with ice. Strain into glass, garnish and serve.",Brandy,Port,Egg Yolk,,,,,,,,,,,,,3 parts,9 parts,2 parts,,,,,,,,,,,,,3,14,3,2,5,3,2,1
17207,Pina Colada,Ordinary Drink,Alcoholic,Collins glass,"Mix with crushed ice in blender until smooth. Pour into chilled glass, garnish and serve.",Light rum,Coconut milk,Pineapple,,,,,,,,,,,,,3 oz ,3 tblsp ,3 tblsp ,,,,,,,,,,,,,3,15,3,1,2,2,3,1
16992,Pink Penocha,Punch / Party Drink,Alcoholic,Punch bowl,mix all ingredients into bowl keep iced stir frequently,Everclear,Vodka,Peach schnapps,Orange juice,Cranberry juice,,,,,,,,,,,750 ml ,1750 ml ,1750 ml ,1 gal ,1 gal ,,,,,,,,,,,5,9,5,1,2,1,1,3
178338,Pure Passion,Cocktail,Alcoholic,Whiskey sour glass,Mix up all ingredients with a cocktail stirrer and serve with crushed ice with mint and edible flour if available.,Rum,Passoa,Lime Juice,Passion fruit syrup,Peach Bitters,Mint,,,,,,,,,,40 ml,20 ml,30 ml,15 ml,Dash,Garnish with,,,,,,,,,,6,20,6,1,3,2,2,1
13072,Popped cherry,Ordinary Drink,Alcoholic,Highball glass,Served over ice in a tall glass with a popped cherry (can add more popped cherries if in the mood)!,Vodka,Cherry liqueur,Cranberry juice,Orange juice,,,,,,,,,,,,2 oz ,2 oz ,4 oz ,4 oz ,,,,,,,,,,,,4,20,4,0,2,1,1,1
11959,Poppy Cocktail,Ordinary Drink,Alcoholic,Cocktail glass,"Shake ingredients with ice, strain into a cocktail glass, and serve.",Gin,Creme de Cacao,,,,,,,,,,,,,,1 1/2 oz ,3/4 oz white ,,,,,,,,,,,,,,2,11,2,2,2,2,1,1
11965,Port Wine Flip,Ordinary Drink,Alcoholic,Whiskey sour glass,Shake all ingredients (except nutmeg) with ice and strain into a whiskey sour glass. Sprinkle nutmeg on top and serve.,Port,Light cream,Powdered sugar,Egg,Nutmeg,,,,,,,,,,,1 1/2 oz ,2 tsp ,1 tsp ,1 whole ,,,,,,,,,,,,5,20,4,2,4,3,2,1
17191,Planter's Punch,Punch / Party Drink,Alcoholic,Collins glass,"Pour all ingredients, except the bitters, into shaker filled with ice. Shake well. Pour into large glass, filled with ice. Add Angostura bitters, ""on top"". Garnish with cocktail cherry and pineapple.",Dark rum,Orgeat syrup,Orange juice,Pineapple juice,,,,,,,,,,,,1 part ,1/2 part ,2 parts ,1 part ,,,,,,,,,,,,4,31,4,1,2,2,1,1
178327,Pineapple Paloma,Cocktail,Alcoholic,Collins glass,"Rub the rim of each glass with lime slice and dip into salt.
Add ice, tequila, grapefruit juice, lime juice and top with pineapple soda.
Give it a quick stir.
Garnish with fresh pineapple or lime.",Tequila,Grapefruit Juice,Fresh Lime Juice,Pineapple Juice,Lime,Pepper,,,,,,,,,,4 oz,4 oz,1 oz,8 oz,Garnish with,Rimmed,,,,,,,,,,6,36,6,1,3,2,2,1
178357,Pornstar Martini,Cocktail,Alcoholic,Cocktail glass,Straight: Pour all ingredients into mixing glass with ice cubes. Shake well. Strain in chilled martini cocktail glass. Cut passion fruit in half and use as garnish. Pour prosecco into a chilled shot glass and serve alongside the martini.,Vodka,Passoa,Passion fruit juice,Lime,Prosecco,,,,,,,,,,,3 cl,3 cl,1 cl,1 cl,1 shot,,,,,,,,,,,5,39,5,2,3,4,2,2
178368,Planter’s Punch,Cocktail,Alcoholic,Highball glass,Squeeze an orange and strain the juice. Put all the ingredients in a shaker filled with ice and shake for at least 12 seconds. Strain into a highball glass and decorate with a pineapple wedge or fruit of your choice.,Dark Rum,Orange Juice,Pineapple Juice,Grenadine,Sugar Syrup,Angostura Bitters,,,,,,,,,,4.5 cL,3 cl,3.5 cl,1 cl,1 cl,4 drops,,,,,,,,,,6,40,6,2,4,3,2,1
11961,Port And Starboard,Ordinary Drink,Alcoholic,Pousse cafe glass,"Pour carefully into a pousse-cafe glass, so that creme de menthe floats on grenadine. Serve without mixing.",Grenadine,Green Creme de Menthe,,,,,,,,,,,,,,1 tblsp ,1/2 oz ,,,,,,,,,,,,,,2,17,2,0,2,1,1,3
11963,Port Wine Cocktail,Ordinary Drink,Alcoholic,Cocktail glass,"Stir ingredients with ice, strain into a cocktail glass, and serve.",Port,Brandy,,,,,,,,,,,,,,2 1/2 oz ,1/2 tsp ,,,,,,,,,,,,,,2,11,2,2,2,1,1,1
15092,Pysch Vitamin Light,Ordinary Drink,Non alcoholic,Collins Glass,Shake with ice.,Orange juice,Apple juice,Pineapple juice,Ice,,,,,,,,,,,,1 part ,1 part ,1 part ,,,,,,,,,,,,,4,3,3,1,1,0,1,1
